QueryAccVer,SeqName,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold,Taxon.ori,Genus.ori,Family.ori,Order.ori,Class.ori,Phylum.ori
WW512-08,WW512-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW513-08,WW513-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW758-08,WW758-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW655-08,WW655-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW657-08,WW657-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
ARCMI454-14,ARCMI454-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
ARCMI455-14,ARCMI455-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella septentrionalis,Caprella septentrionalis,species,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
STAN003-14,STAN003-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
NBCRU037-12,NBCRU037-12 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
STAN019-14,STAN019-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
STAN017-14,STAN017-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW656-08,WW656-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW471-08,WW471-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW472-08,WW472-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW473-08,WW473-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WWGSL141-08,WWGSL141-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW470-08,WW470-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Caprella; Caprella linearis,Caprella linearis,species,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Caprella linearis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
LABBI157-09,LABBI157-09 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Aeginina; Aeginina longicornis,Aeginina longicornis,species,Aeginina longicornis,Aeginina,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Aeginina longicornis,Aeginina,Caprellidae,Amphipoda,Malacostraca,Arthropoda
WW1085-08,WW1085-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL275-08,WWGSL275-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW1086-08,WW1086-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL178-08,WWGSL178-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL173-08,WWGSL173-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL176-08,WWGSL176-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
ARCMI624-14,ARCMI624-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW1084-08,WW1084-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW505-08,WW505-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyroceridae,family,NA,NA,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL168-08,WWGSL168-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL267-08,WWGSL267-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL270-08,WWGSL270-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL174-08,WWGSL174-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW506-08,WW506-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL169-08,WWGSL169-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL170-08,WWGSL170-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW1077-08,WW1077-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL276-08,WWGSL276-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WWGSL171-08,WWGSL171-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus anguipes,Ischyrocerus anguipes,species,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Ischyrocerus anguipes,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW891-08,WW891-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus megacheir,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Ischyrocerus megacheir,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW082-07,WW082-07 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus megacheir,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Ischyrocerus megacheir,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
WW890-08,WW890-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Ischyroceridae; Ischyrocerus; Ischyrocerus megacheir,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,LCA,postONncbi_nt,97,Ischyrocerus megacheir,Ischyrocerus,Ischyroceridae,Amphipoda,Malacostraca,Arthropoda
VAFIV104-14,VAFIV104-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Paracaprella; Paracaprella tenuis,Paracaprella tenuis,species,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV130-14,VAFIV130-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Paracaprella; Paracaprella tenuis,Paracaprella tenuis,species,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV111-14,VAFIV111-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Paracaprella; Paracaprella tenuis,Paracaprella tenuis,species,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
VAFIV179-14,VAFIV179-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Caprellidae; Paracaprella; Paracaprella tenuis,Paracaprella tenuis,species,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Paracaprella tenuis,Paracaprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda
GBCI8646-19,GBCI8646-19 Root; Animalia; Cnidaria; Anthozoa; Alcyonacea; Clavulariidae; Clavularia; Clavularia borealis,Alcyonacea,order,NA,NA,NA,Alcyonacea,Anthozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Clavularia borealis,Clavularia,Clavulariidae,Alcyonacea,Anthozoa,Cnidaria
GBCI4398-14,GBCI4398-14 Root; Animalia; Cnidaria; Anthozoa; Alcyonacea; Alcyoniidae; Alcyonium; Alcyonium siderium,Alcyonacea,order,NA,NA,NA,Alcyonacea,Anthozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Alcyonium siderium,Alcyonium,Alcyoniidae,Alcyonacea,Anthozoa,Cnidaria
ARCMI557-14,ARCMI557-14 Root; Animalia; Porifera; Demospongiae; Chondrillida; Halisarcidae; Halisarca; Halisarca dujardinii,Halisarca,genus,NA,Halisarca,Halisarcidae,Dendroceratida,Demospongiae,Porifera,Metazoa,LCA,postONncbi_nt,97,Halisarca dujardinii,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera
GBCI6766-17,GBCI6766-17 Root; Animalia; Cnidaria; Hydrozoa; Anthoathecata; Boreohydridae; Plotocnide; Plotocnide borealis,Plotocnide borealis,species,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria
GBCI6754-17,GBCI6754-17 Root; Animalia; Cnidaria; Hydrozoa; Anthoathecata; Boreohydridae; Plotocnide; Plotocnide borealis,Plotocnide borealis,species,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria
DUTCH308-19,DUTCH308-19 Root; Animalia; Cnidaria; Hydrozoa; Anthoathecata; Pandeidae; Catablema; Catablema vesicarium,Catablema,genus,NA,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Catablema vesicarium,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria
CNNN083-10,CNNN083-10 Root; Animalia; Cnidaria; Hydrozoa; Anthoathecata; Pandeidae; Catablema; Catablema vesicarium,Catablema vesicarium,species,Catablema vesicarium,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Catablema vesicarium,Catablema,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria
SWEMA1041-15,SWEMA1041-15 Root; Animalia; Cnidaria; Hydrozoa; Leptothecata; Campanulariidae; Obelia; Obelia longissima,Leptothecata,order,NA,NA,NA,Leptothecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Obelia longissima,Obelia,Campanulariidae,Leptothecata,Hydrozoa,Cnidaria
GBCI6377-15,GBCI6377-15 Root; Animalia; Cnidaria; Hydrozoa; Leptothecata; Campanulariidae; Obelia; Obelia dichotoma,Leptothecata,order,NA,NA,NA,Leptothecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Obelia dichotoma,Obelia,Campanulariidae,Leptothecata,Hydrozoa,Cnidaria
CCSMA168-08,CCSMA168-08 Root; Animalia; Cnidaria; Hydrozoa; Leptothecata; Campanulariidae; Obelia; Obelia geniculata,Obelia,genus,NA,Obelia,Obeliidae,Leptothecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Obelia geniculata,Obelia,Campanulariidae,Leptothecata,Hydrozoa,Cnidaria
GBCI6742-17,GBCI6742-17 Root; Animalia; Cnidaria; Hydrozoa; Leptothecata; Symplectoscyphidae; Symplectoscyphus; Symplectoscyphus tricuspidatus,Symplectoscyphus tricuspidatus,species,Symplectoscyphus tricuspidatus,Symplectoscyphus,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Symplectoscyphus tricuspidatus,Symplectoscyphus,Symplectoscyphidae,Leptothecata,Hydrozoa,Cnidaria
GBCI6760-17,GBCI6760-17 Root; Animalia; Cnidaria; Hydrozoa; Leptothecata; Symplectoscyphidae; Symplectoscyphus; Symplectoscyphus tricuspidatus,Symplectoscyphus tricuspidatus,species,Symplectoscyphus tricuspidatus,Symplectoscyphus,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Symplectoscyphus tricuspidatus,Symplectoscyphus,Symplectoscyphidae,Leptothecata,Hydrozoa,Cnidaria
KHA111-14,KHA111-14 Root; Animalia; Cnidaria; Scyphozoa; Semaeostomeae; Cyaneidae; Cyanea; Cyanea capillata,Cnidaria,phylum,NA,NA,NA,NA,NA,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria
KHA610-14,KHA610-14 Root; Animalia; Cnidaria; Scyphozoa; Semaeostomeae; Cyaneidae; Cyanea; Cyanea capillata,Cnidaria,phylum,NA,NA,NA,NA,NA,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria
ARCMI605-14,ARCMI605-14 Root; Animalia; Cnidaria; Scyphozoa; Semaeostomeae; Cyaneidae; Cyanea; Cyanea capillata,Cyanea tzetlinii,species,Cyanea tzetlinii,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Metazoa,LCA,postONncbi_nt,97,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria
ARBEN018-18,ARBEN018-18 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Yoldiidae; Yoldia; Yoldia hyperborea,Yoldia hyperborea,species,Yoldia hyperborea,Yoldia,Yoldiidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Yoldia hyperborea,Yoldia,Yoldiidae,Nuculanida,Bivalvia,Mollusca
SERCI659-14,SERCI659-14 Root; Animalia; Mollusca; Bivalvia; Nuculanida; Yoldiidae; Yoldia; Yoldia limatula,Yoldia limatula,species,Yoldia limatula,Yoldia,Yoldiidae,Nuculanoida,Bivalvia,Mollusca,Metazoa,LCA,postONncbi_nt,97,Yoldia limatula,Yoldia,Yoldiidae,Nuculanida,Bivalvia,Mollusca
GBMIN112586-17,GBMIN112586-17 Root; Animalia; Mollusca; Gastropoda; Nudibranchia; Trinchesiidae; Diaphoreolis; Diaphoreolis viridis,Diaphoreolis viridis,species,Diaphoreolis viridis,Diaphoreolis,Trinchesiidae,Nudibranchia,Gastropoda,Mollusca,Metazoa,LCA,postONncbi_nt,97,Diaphoreolis viridis,Diaphoreolis,Trinchesiidae,Nudibranchia,Gastropoda,Mollusca
GBSP17212-19,GBSP17212-19 Root; Animalia; Nemertea; Pilidiophora; Heteronemertea; Lineidae; Lineus; Lineus sanguineus,Lineidae,family,NA,NA,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Metazoa,LCA,postONncbi_nt,97,Lineus sanguineus,Lineus,Lineidae,Heteronemertea,Pilidiophora,Nemertea
NORGE038-14,NORGE038-14 Root; Animalia; Nemertea; Pilidiophora; Heteronemertea; Lineidae; Micrura; Micrura varicolor,Lineidae,family,NA,NA,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Metazoa,LCA,postONncbi_nt,97,Micrura varicolor,Micrura,Lineidae,Heteronemertea,Pilidiophora,Nemertea
WW370-08,WW370-08 Root; Animalia; Arthropoda; Malacostraca; Decapoda; Crangonidae; Sabinea; Sabinea sarsii,Sabinea sarsii,species,Sabinea sarsii,Sabinea,Crangonidae,Decapoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Sabinea sarsii,Sabinea,Crangonidae,Decapoda,Malacostraca,Arthropoda
WWGSL103-08,WWGSL103-08 Root; Animalia; Arthropoda; Malacostraca; Decapoda; Crangonidae; Sabinea; Sabinea sarsii,Sabinea sarsii,species,Sabinea sarsii,Sabinea,Crangonidae,Decapoda,Malacostraca,Arthropoda,Metazoa,LCA,postONncbi_nt,97,Sabinea sarsii,Sabinea,Crangonidae,Decapoda,Malacostraca,Arthropoda
GBMNA13520-19,GBMNA13520-19 Root; Animalia; Chordata; Mammalia; Cetartiodactyla; Phocoenidae; Phocoena; Phocoena phocoena,Phocoena phocoena,species,Phocoena phocoena,Phocoena,Phocoenidae,Artiodactyla,Mammalia,Chordata,Metazoa,LCA,postONncbi_nt,97,Phocoena phocoena,Phocoena,Phocoenidae,Cetartiodactyla,Mammalia,Chordata
IMMB002-11,IMMB002-11 Root; Animalia; Chordata; Mammalia; Cetartiodactyla; Phocoenidae; Phocoena; Phocoena phocoena,Phocoena phocoena,species,Phocoena phocoena,Phocoena,Phocoenidae,Artiodactyla,Mammalia,Chordata,Metazoa,LCA,postONncbi_nt,97,Phocoena phocoena,Phocoena,Phocoenidae,Cetartiodactyla,Mammalia,Chordata
GBMA28157-19,GBMA28157-19 Root; Animalia; Chordata; Mammalia; Cetartiodactyla; Phocoenidae; Phocoena; Phocoena phocoena,Phocoena phocoena,species,Phocoena phocoena,Phocoena,Phocoenidae,Artiodactyla,Mammalia,Chordata,Metazoa,LCA,postONncbi_nt,97,Phocoena phocoena,Phocoena,Phocoenidae,Cetartiodactyla,Mammalia,Chordata
GBMNA13505-19,GBMNA13505-19 Root; Animalia; Chordata; Mammalia; Cetartiodactyla; Delphinidae; Lagenorhynchus; Lagenorhynchus albirostris,Delphinidae,family,NA,NA,Delphinidae,Artiodactyla,Mammalia,Chordata,Metazoa,LCA,postONncbi_nt,97,Lagenorhynchus albirostris,Lagenorhynchus,Delphinidae,Cetartiodactyla,Mammalia,Chordata
GBMA6877-13,GBMA6877-13 Root; Animalia; Chordata; Mammalia; Cetartiodactyla; Delphinidae; Lagenorhynchus; Lagenorhynchus acutus,Lagenorhynchus acutus,species,Lagenorhynchus acutus,Lagenorhynchus,Delphinidae,Artiodactyla,Mammalia,Chordata,Metazoa,LCA,postONncbi_nt,97,Lagenorhynchus acutus,Lagenorhynchus,Delphinidae,Cetartiodactyla,Mammalia,Chordata
GMOAP144-12,GMOAP144-12 Root; Animalia; Annelida; Clitellata; Haplotaxida; Naididae; Limnodrilus; Limnodrilus hoffmeisteri,Naididae,family,NA,NA,Naididae,Haplotaxida,Clitellata,Annelida,Metazoa,LCA,postONncbi_nt,97,Limnodrilus hoffmeisteri,Limnodrilus,Naididae,Haplotaxida,Clitellata,Annelida
